date,match_number,city,team_1,team_2,team_1_runs.total,team_2_runs.total,match_winner,player_of_match,team_1_over,team_2_over,toss_winner,toss_decision,team_1_runs.extras,team_2_runs.extras,team_1_extras.legbyes,team_2_extras.legbyes,team_1_extras.wides,team_2_extras.wides,team_1_extras.byes,team_2_extras.byes,team_1_extras.noballs,team_2_extras.noballs,officials_match_referees,officials_reserve_umpires,officials_tv_umpires,officials_umpires_1,officials_umpires_2,outcome_by_wickets,season,venue,outcome_by_runs,event_stage,outcome_method,match_extras,match_legbyes,match_wides,match_byes,match_noballs,match_4's,match_6's
2008-04-18,1,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,222.0,82.0,Kolkata Knight Riders,BB McCullum,19.0,15.0,Royal Challengers Bangalore,field,17.0,19.0,4.0,8.0,9.0,11.0,4.0,0.0,0.0,0.0,J Srinath,VN Kulkarni,AM Saheba,Asad Rauf,RE Koertzen,,2008,MChinnaswamyStadium,140.0,group_stage,regular,36.0,12.0,20.0,4.0,0.0,18.0,17.0
2008-04-19,2,Chandigarh,Chennai Super Kings,Kings XI Punjab,240.0,207.0,Chennai Super Kings,MEK Hussey,19.0,19.0,Chennai Super Kings,bat,6.0,11.0,2.0,4.0,3.0,5.0,0.0,2.0,1.0,0.0,S Venkataraghavan,MSS Ranawat,RB Tiffin,MR Benson,SL Shastri,,2008,PunjabCricketAssociationStadium,33.0,group_stage,regular,17.0,6.0,8.0,2.0,1.0,38.0,25.0
2008-04-19,3,Delhi,Rajasthan Royals,Delhi Daredevils,129.0,132.0,Delhi Daredevils,MF Maharoof,19.0,15.0,Rajasthan Royals,bat,7.0,10.0,3.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,GR Viswanath,,IL Howell,Aleem Dar,GA Pratapkumar,9.0,2008,FerozShahKotla,,group_stage,regular,17.0,3.0,13.0,1.0,0.0,32.0,4.0
2008-04-20,4,Kolkata,Deccan Chargers,Kolkata Knight Riders,110.0,112.0,Kolkata Knight Riders,DJ Hussey,18.0,18.0,Deccan Chargers,bat,10.0,28.0,4.0,8.0,4.0,15.0,0.0,4.0,2.0,1.0,FM Engineer,F Gomes,Asad Rauf,BF Bowden,K Hariharan,5.0,2008,EdenGardens,,group_stage,regular,38.0,12.0,19.0,4.0,3.0,11.0,10.0
2008-04-20,5,Mumbai,Mumbai Indians,Royal Challengers Bangalore,165.0,166.0,Royal Challengers Bangalore,MV Boucher,19.0,19.0,Mumbai Indians,bat,11.0,5.0,6.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,J Srinath,SN Bandekar,AV Jayaprakash,SJ Davis,DJ Harper,5.0,2008,WankhedeStadium,,group_stage,regular,16.0,6.0,8.0,2.0,0.0,33.0,11.0
2008-04-21,6,Jaipur,Kings XI Punjab,Rajasthan Royals,166.0,168.0,Rajasthan Royals,SR Watson,19.0,18.0,Kings XI Punjab,bat,4.0,12.0,1.0,2.0,2.0,6.0,0.0,0.0,1.0,4.0,S Venkataraghavan,MSS Ranawat,I Shivram,Aleem Dar,RB Tiffin,6.0,2008,SawaiMansinghStadium,,group_stage,regular,16.0,3.0,8.0,0.0,5.0,35.0,14.0
2008-04-22,7,Hyderabad,Deccan Chargers,Delhi Daredevils,142.0,143.0,Delhi Daredevils,V Sehwag,19.0,13.0,Deccan Chargers,bat,5.0,12.0,3.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,Talat Ali,C Shamshuddin,MR Benson,IL Howell,AM Saheba,9.0,2008,RajivGandhiInternationalStadium,,group_stage,regular,17.0,3.0,8.0,0.0,1.0,27.0,12.0
2008-04-23,8,Chennai,Chennai Super Kings,Mumbai Indians,208.0,202.0,Chennai Super Kings,ML Hayden,19.0,19.0,Mumbai Indians,field,18.0,13.0,3.0,5.0,9.0,6.0,4.0,0.0,2.0,2.0,FM Engineer,S Ravi,BF Bowden,DJ Harper,GA Pratapkumar,,2008,MAChidambaramStadium,6.0,group_stage,regular,31.0,8.0,15.0,4.0,4.0,43.0,14.0
2008-04-24,9,Hyderabad,Deccan Chargers,Rajasthan Royals,214.0,217.0,Rajasthan Royals,YK Pathan,19.0,19.0,Rajasthan Royals,field,6.0,7.0,0.0,4.0,5.0,2.0,0.0,0.0,1.0,1.0,S Venkataraghavan,C Shamshuddin,SL Shastri,Asad Rauf,MR Benson,3.0,2008,RajivGandhiInternationalStadium,,group_stage,regular,13.0,4.0,7.0,0.0,2.0,42.0,23.0
2008-04-25,10,Chandigarh,Kings XI Punjab,Mumbai Indians,182.0,116.0,Kings XI Punjab,KC Sangakkara,19.0,19.0,Mumbai Indians,field,7.0,7.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,2.0,FM Engineer,HS Sekhon,RE Koertzen,Aleem Dar,AM Saheba,,2008,PunjabCricketAssociationStadium,66.0,group_stage,regular,14.0,2.0,8.0,1.0,3.0,30.0,9.0
2008-04-26,11,Chennai,Kolkata Knight Riders,Chennai Super Kings,147.0,152.0,Chennai Super Kings,JDP Oram,19.0,16.0,Kolkata Knight Riders,bat,8.0,18.0,2.0,4.0,4.0,12.0,0.0,1.0,2.0,1.0,Talat Ali,S Ravi,SJ Davis,BF Bowden,AV Jayaprakash,9.0,2008,MAChidambaramStadium,,group_stage,regular,26.0,6.0,16.0,1.0,3.0,26.0,9.0
2008-04-26,12,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,135.0,138.0,Rajasthan Royals,SR Watson,19.0,17.0,Rajasthan Royals,field,6.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,J Srinath,SK Tarapore,GA Pratapkumar,MR Benson,IL Howell,7.0,2008,MChinnaswamyStadium,,group_stage,regular,9.0,3.0,5.0,0.0,1.0,34.0,9.0
2008-04-27,13,Chandigarh,Delhi Daredevils,Kings XI Punjab,158.0,162.0,Kings XI Punjab,SM Katich,19.0,19.0,Delhi Daredevils,bat,11.0,9.0,5.0,3.0,6.0,4.0,0.0,0.0,0.0,2.0,FM Engineer,MS Mahal,Aleem Dar,RE Koertzen,I Shivram,4.0,2008,PunjabCricketAssociationStadium,,group_stage,regular,20.0,8.0,10.0,0.0,2.0,37.0,5.0
2008-04-27,14,Mumbai,Mumbai Indians,Deccan Chargers,154.0,155.0,Deccan Chargers,AC Gilchrist,19.0,11.0,Deccan Chargers,field,11.0,9.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,0.0,S Venkataraghavan,VD Nerurkar,DJ Harper,Asad Rauf,SL Shastri,10.0,2008,DrDYPatilSportsAcademy,,group_stage,regular,20.0,5.0,7.0,6.0,2.0,27.0,16.0
2008-04-28,15,Bangalore,Chennai Super Kings,Royal Challengers Bangalore,178.0,165.0,Chennai Super Kings,MS Dhoni,19.0,19.0,Chennai Super Kings,bat,4.0,7.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,J Srinath,,K Hariharan,BR Doctrove,RB Tiffin,,2008,MChinnaswamyStadium,13.0,group_stage,regular,11.0,2.0,9.0,0.0,0.0,31.0,13.0
2008-04-29,16,Kolkata,Kolkata Knight Riders,Mumbai Indians,137.0,138.0,Mumbai Indians,ST Jayasuriya,19.0,18.0,Kolkata Knight Riders,bat,13.0,15.0,5.0,5.0,7.0,9.0,1.0,0.0,0.0,1.0,S Venkataraghavan,SK Porel,MR Benson,BF Bowden,AV Jayaprakash,7.0,2008,EdenGardens,,group_stage,regular,28.0,10.0,16.0,1.0,1.0,32.0,5.0
2008-04-30,17,Delhi,Delhi Daredevils,Royal Challengers Bangalore,191.0,181.0,Delhi Daredevils,GD McGrath,19.0,19.0,Royal Challengers Bangalore,field,4.0,12.0,2.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,CH Lloyd,AK Chaudhary,IL Howell,Aleem Dar,I Shivram,,2008,FerozShahKotla,10.0,group_stage,regular,16.0,12.0,1.0,1.0,2.0,37.0,12.0
2008-05-01,18,Jaipur,Rajasthan Royals,Kolkata Knight Riders,196.0,151.0,Rajasthan Royals,SA Asnodkar,19.0,19.0,Rajasthan Royals,bat,14.0,12.0,6.0,2.0,3.0,7.0,1.0,3.0,4.0,0.0,FM Engineer,MSS Ranawat,Asad Rauf,RE Koertzen,GA Pratapkumar,,2008,SawaiMansinghStadium,45.0,group_stage,regular,26.0,8.0,10.0,4.0,4.0,30.0,11.0
2008-05-01,19,Hyderabad,Deccan Chargers,Kings XI Punjab,164.0,167.0,Kings XI Punjab,SE Marsh,19.0,18.0,Kings XI Punjab,field,4.0,6.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,Talat Ali,C Shamshuddin,SJ Davis,BR Doctrove,RB Tiffin,7.0,2008,RajivGandhiInternationalStadium,,group_stage,regular,10.0,3.0,6.0,1.0,0.0,40.0,5.0
2008-05-02,20,Chennai,Chennai Super Kings,Delhi Daredevils,169.0,172.0,Delhi Daredevils,V Sehwag,19.0,18.0,Chennai Super Kings,bat,7.0,6.0,0.0,1.0,5.0,2.0,0.0,1.0,2.0,2.0,S Venkataraghavan,S Ravi,MR Benson,BF Bowden,K Hariharan,8.0,2008,MAChidambaramStadium,,group_stage,regular,13.0,1.0,7.0,1.0,4.0,33.0,10.0
2008-05-03,21,Bangalore,Royal Challengers Bangalore,Deccan Chargers,156.0,153.0,Royal Challengers Bangalore,P Kumar,19.0,19.0,Deccan Chargers,field,5.0,6.0,3.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,Talat Ali,CK Nandan,SK Tarapore,BR Doctrove,SL Shastri,,2008,MChinnaswamyStadium,3.0,group_stage,regular,11.0,6.0,4.0,1.0,0.0,30.0,9.0
2008-05-03,22,Chandigarh,Kings XI Punjab,Kolkata Knight Riders,178.0,169.0,Kings XI Punjab,IK Pathan,19.0,19.0,Kings XI Punjab,bat,14.0,7.0,5.0,0.0,4.0,6.0,4.0,1.0,1.0,0.0,CH Lloyd,MS Mahal,SJ Davis,DJ Harper,I Shivram,,2008,PunjabCricketAssociationStadium,9.0,group_stage,regular,21.0,5.0,10.0,5.0,1.0,31.0,13.0
2008-05-04,23,Mumbai,Mumbai Indians,Delhi Daredevils,162.0,133.0,Mumbai Indians,SM Pollock,19.0,18.0,Delhi Daredevils,field,10.0,4.0,2.0,3.0,3.0,0.0,4.0,0.0,1.0,1.0,J Srinath,UL Dubey,BF Bowden,IL Howell,RE Koertzen,,2008,DrDYPatilSportsAcademy,29.0,group_stage,regular,14.0,5.0,3.0,4.0,2.0,23.0,13.0
2008-05-04,24,Jaipur,Chennai Super Kings,Rajasthan Royals,109.0,110.0,Rajasthan Royals,Sohail Tanvir,18.0,14.0,Chennai Super Kings,bat,7.0,21.0,1.0,6.0,2.0,14.0,4.0,0.0,0.0,1.0,FM Engineer,MSS Ranawat,Aleem Dar,Asad Rauf,AV Jayaprakash,8.0,2008,SawaiMansinghStadium,,group_stage,regular,28.0,7.0,16.0,4.0,1.0,22.0,3.0
2008-05-05,25,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,126.0,127.0,Kings XI Punjab,S Sreesanth,19.0,18.0,Kings XI Punjab,field,10.0,17.0,1.0,10.0,9.0,7.0,0.0,0.0,0.0,0.0,CH Lloyd,SK Tarapore,SL Shastri,SJ Davis,BR Doctrove,6.0,2008,MChinnaswamyStadium,,group_stage,regular,27.0,11.0,16.0,0.0,0.0,28.0,4.0
2008-05-06,26,Chennai,Chennai Super Kings,Deccan Chargers,144.0,148.0,Deccan Chargers,AC Gilchrist,19.0,17.0,Deccan Chargers,field,10.0,5.0,6.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,J Srinath,K Srinivasan,S Ravi,MR Benson,RB Tiffin,7.0,2008,MAChidambaramStadium,,group_stage,regular,15.0,7.0,6.0,0.0,2.0,27.0,12.0
2008-05-07,27,Mumbai,Rajasthan Royals,Mumbai Indians,103.0,104.0,Mumbai Indians,A Nehra,16.0,15.0,Mumbai Indians,field,7.0,12.0,2.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0,Talat Ali,UL Dubey,BF Bowden,DJ Harper,RE Koertzen,7.0,2008,DrDYPatilSportsAcademy,,group_stage,regular,19.0,4.0,15.0,0.0,0.0,16.0,5.0
2008-05-08,28,Delhi,Delhi Daredevils,Chennai Super Kings,187.0,188.0,Chennai Super Kings,MS Dhoni,19.0,19.0,Chennai Super Kings,field,12.0,11.0,6.0,4.0,4.0,6.0,0.0,1.0,2.0,0.0,CH Lloyd,,K Hariharan,Aleem Dar,RB Tiffin,4.0,2008,FerozShahKotla,,group_stage,regular,23.0,10.0,10.0,1.0,2.0,42.0,8.0
2008-05-08,29,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,129.0,124.0,Kolkata Knight Riders,SC Ganguly,15.0,15.0,Kolkata Knight Riders,bat,5.0,6.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,FM Engineer,,BR Doctrove,Asad Rauf,IL Howell,,2008,EdenGardens,5.0,group_stage,regular,11.0,6.0,4.0,0.0,1.0,27.0,7.0
2008-05-09,30,Jaipur,Deccan Chargers,Rajasthan Royals,140.0,141.0,Rajasthan Royals,YK Pathan,19.0,15.0,Rajasthan Royals,field,6.0,11.0,4.0,0.0,1.0,10.0,0.0,1.0,1.0,0.0,S Venkataraghavan,,SJ Davis,MR Benson,AM Saheba,8.0,2008,SawaiMansinghStadium,,group_stage,regular,17.0,4.0,11.0,1.0,1.0,31.0,5.0
2008-05-10,31,Chennai,Chennai Super Kings,Kings XI Punjab,181.0,163.0,Chennai Super Kings,L Balaji,19.0,19.0,Kings XI Punjab,field,15.0,3.0,4.0,1.0,10.0,2.0,0.0,0.0,1.0,0.0,J Srinath,S Ravi,I Shivram,AV Jayaprakash,BG Jerling,,2008,MAChidambaramStadium,18.0,group_stage,regular,18.0,5.0,12.0,0.0,1.0,22.0,17.0
2008-05-11,32,Hyderabad,Kolkata Knight Riders,Deccan Chargers,204.0,181.0,Kolkata Knight Riders,SC Ganguly,19.0,19.0,Kolkata Knight Riders,bat,5.0,16.0,1.0,8.0,3.0,4.0,0.0,0.0,1.0,4.0,Talat Ali,,BF Bowden,IL Howell,AM Saheba,,2008,RajivGandhiInternationalStadium,23.0,group_stage,regular,21.0,9.0,7.0,0.0,5.0,38.0,17.0
2008-05-11,33,Jaipur,Delhi Daredevils,Rajasthan Royals,156.0,159.0,Rajasthan Royals,SR Watson,19.0,19.0,Rajasthan Royals,field,11.0,17.0,6.0,7.0,4.0,5.0,1.0,2.0,0.0,3.0,FM Engineer,,MSS Ranawat,SJ Davis,RE Koertzen,3.0,2008,SawaiMansinghStadium,,group_stage,regular,28.0,13.0,9.0,3.0,3.0,23.0,11.0
2008-05-12,34,Chandigarh,Royal Challengers Bangalore,Kings XI Punjab,143.0,144.0,Kings XI Punjab,SE Marsh,19.0,15.0,Royal Challengers Bangalore,bat,15.0,9.0,2.0,5.0,8.0,4.0,5.0,0.0,0.0,0.0,CH Lloyd,HS Sekhon,Jasbir Singh,BR Doctrove,I Shivram,9.0,2008,PunjabCricketAssociationStadium,,group_stage,regular,24.0,7.0,12.0,5.0,0.0,25.0,9.0
2008-05-13,35,Kolkata,Kolkata Knight Riders,Delhi Daredevils,133.0,110.0,Kolkata Knight Riders,Shoaib Akhtar,19.0,17.0,Kolkata Knight Riders,bat,11.0,8.0,3.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,Talat Ali,,AV Jayaprakash,Asad Rauf,IL Howell,,2008,EdenGardens,23.0,group_stage,regular,19.0,4.0,14.0,0.0,1.0,23.0,3.0
2008-05-14,36,Mumbai,Chennai Super Kings,Mumbai Indians,156.0,158.0,Mumbai Indians,ST Jayasuriya,19.0,13.0,Mumbai Indians,field,12.0,16.0,3.0,4.0,9.0,12.0,0.0,0.0,0.0,0.0,J Srinath,RM Deshpande,RE Koertzen,BR Doctrove,AM Saheba,9.0,2008,WankhedeStadium,,group_stage,regular,28.0,7.0,21.0,0.0,0.0,33.0,15.0
2008-05-15,37,Delhi,Delhi Daredevils,Deccan Chargers,194.0,182.0,Delhi Daredevils,A Mishra,19.0,19.0,Deccan Chargers,field,8.0,3.0,3.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,CH Lloyd,,Asad Rauf,BG Jerling,GA Pratapkumar,,2008,FerozShahKotla,12.0,group_stage,regular,11.0,4.0,7.0,0.0,0.0,33.0,15.0
2008-05-16,38,Mumbai,Kolkata Knight Riders,Mumbai Indians,67.0,68.0,Mumbai Indians,SM Pollock,15.0,5.0,Mumbai Indians,field,8.0,10.0,2.0,5.0,6.0,4.0,0.0,0.0,0.0,1.0,FM Engineer,SN Bandekar,I Shivram,BR Doctrove,DJ Harper,8.0,2008,WankhedeStadium,,group_stage,regular,18.0,7.0,10.0,0.0,1.0,15.0,4.0
2008-05-17,39,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,197.0,132.0,Rajasthan Royals,GC Smith,19.0,19.0,Royal Challengers Bangalore,field,26.0,6.0,6.0,0.0,18.0,6.0,1.0,0.0,1.0,0.0,Talat Ali,MSS Ranawat,SJ Davis,BF Bowden,SL Shastri,,2008,SawaiMansinghStadium,65.0,group_stage,regular,32.0,6.0,24.0,1.0,1.0,31.0,9.0
2008-05-17,40,Delhi,Delhi Daredevils,Kings XI Punjab,118.0,94.0,Kings XI Punjab,DPMD Jayawardene,10.0,7.0,Delhi Daredevils,bat,10.0,4.0,2.0,2.0,7.0,2.0,0.0,0.0,1.0,0.0,CH Lloyd,AK Chaudhary,BG Jerling,AV Jayaprakash,RE Koertzen,,2008,FerozShahKotla,6.0,group_stage,D/L,14.0,4.0,9.0,0.0,1.0,14.0,14.0
2008-05-18,41,Kolkata,Kolkata Knight Riders,Chennai Super Kings,149.0,55.0,Chennai Super Kings,M Ntini,19.0,7.0,Kolkata Knight Riders,bat,13.0,4.0,7.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,FM Engineer,S Banerjee,AM Saheba,Asad Rauf,K Hariharan,,2008,EdenGardens,3.0,group_stage,D/L,17.0,8.0,6.0,2.0,1.0,23.0,3.0
2008-05-18,42,Hyderabad,Mumbai Indians,Deccan Chargers,178.0,153.0,Mumbai Indians,DJ Bravo,19.0,19.0,Deccan Chargers,field,20.0,8.0,11.0,3.0,7.0,3.0,0.0,1.0,2.0,1.0,S Venkataraghavan,C Shamshuddin,I Shivram,BR Doctrove,DJ Harper,,2008,RajivGandhiInternationalStadium,25.0,group_stage,regular,28.0,14.0,10.0,1.0,3.0,30.0,12.0
2008-05-19,43,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,154.0,158.0,Delhi Daredevils,SP Goswami,19.0,18.0,Delhi Daredevils,field,9.0,12.0,0.0,6.0,9.0,5.0,0.0,1.0,0.0,0.0,Talat Ali,VN Kulkarni,SL Shastri,SJ Davis,GA Pratapkumar,5.0,2008,MChinnaswamyStadium,,group_stage,regular,21.0,6.0,14.0,1.0,0.0,33.0,9.0
2008-05-20,44,Kolkata,Kolkata Knight Riders,Rajasthan Royals,147.0,150.0,Rajasthan Royals,YK Pathan,19.0,16.0,Rajasthan Royals,field,5.0,7.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,FM Engineer,AK Mitra,K Hariharan,BG Jerling,RE Koertzen,6.0,2008,EdenGardens,,group_stage,regular,12.0,6.0,6.0,0.0,0.0,30.0,11.0
2008-05-21,45,Mumbai,Kings XI Punjab,Mumbai Indians,189.0,188.0,Kings XI Punjab,SE Marsh,19.0,19.0,Mumbai Indians,field,12.0,23.0,3.0,12.0,9.0,9.0,0.0,1.0,0.0,1.0,Talat Ali,,SL Shastri,BF Bowden,GA Pratapkumar,,2008,WankhedeStadium,1.0,group_stage,regular,35.0,15.0,18.0,1.0,1.0,35.0,14.0
2008-05-21,46,Chennai,Royal Challengers Bangalore,Chennai Super Kings,126.0,112.0,Royal Challengers Bangalore,A Kumble,19.0,19.0,Royal Challengers Bangalore,bat,4.0,12.0,3.0,2.0,1.0,8.0,0.0,0.0,0.0,2.0,J Srinath,S Ravi,BR Doctrove,DJ Harper,I Shivram,,2008,MAChidambaramStadium,14.0,group_stage,regular,16.0,5.0,9.0,0.0,2.0,24.0,3.0
2008-05-23,48,Chandigarh,Deccan Chargers,Kings XI Punjab,175.0,178.0,Kings XI Punjab,SE Marsh,19.0,19.0,Kings XI Punjab,field,5.0,8.0,4.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,Talat Ali,HS Sekhon,AM Saheba,Asad Rauf,SJ Davis,6.0,2008,PunjabCricketAssociationStadium,,group_stage,regular,13.0,7.0,6.0,0.0,0.0,27.0,17.0
2008-05-24,49,Chennai,Rajasthan Royals,Chennai Super Kings,211.0,201.0,Rajasthan Royals,JA Morkel,19.0,19.0,Rajasthan Royals,bat,7.0,9.0,5.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,J Srinath,,AV Jayaprakash,DJ Harper,SL Shastri,,2008,MAChidambaramStadium,10.0,group_stage,regular,16.0,7.0,4.0,1.0,4.0,39.0,18.0
2008-05-24,50,Delhi,Mumbai Indians,Delhi Daredevils,176.0,179.0,Delhi Daredevils,KD Karthik,19.0,19.0,Delhi Daredevils,field,9.0,3.0,1.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,CH Lloyd,,BG Jerling,BF Bowden,K Hariharan,5.0,2008,FerozShahKotla,,group_stage,regular,12.0,3.0,8.0,0.0,1.0,38.0,13.0
2008-05-25,51,Hyderabad,Deccan Chargers,Royal Challengers Bangalore,165.0,171.0,Royal Challengers Bangalore,R Vinay Kumar,19.0,18.0,Deccan Chargers,bat,13.0,3.0,3.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,Talat Ali,,GA Pratapkumar,Asad Rauf,RE Koertzen,5.0,2008,RajivGandhiInternationalStadium,,group_stage,regular,16.0,6.0,8.0,0.0,2.0,34.0,14.0
2008-05-25,52,Kolkata,Kings XI Punjab,Kolkata Knight Riders,174.0,175.0,Kolkata Knight Riders,Umar Gul,19.0,19.0,Kings XI Punjab,bat,11.0,9.0,1.0,5.0,10.0,4.0,0.0,0.0,0.0,0.0,S Venkataraghavan,,BR Doctrove,SJ Davis,I Shivram,3.0,2008,EdenGardens,,group_stage,regular,20.0,6.0,14.0,0.0,0.0,34.0,14.0
2008-05-26,53,Jaipur,Mumbai Indians,Rajasthan Royals,145.0,146.0,Rajasthan Royals,Sohail Tanvir,19.0,19.0,Rajasthan Royals,field,13.0,16.0,6.0,6.0,6.0,5.0,0.0,4.0,1.0,1.0,CH Lloyd,MSS Ranawat,SL Shastri,BF Bowden,K Hariharan,5.0,2008,SawaiMansinghStadium,,group_stage,regular,29.0,12.0,11.0,4.0,2.0,25.0,3.0
2008-05-27,54,Hyderabad,Deccan Chargers,Chennai Super Kings,147.0,148.0,Chennai Super Kings,SK Raina,19.0,19.0,Deccan Chargers,bat,16.0,11.0,8.0,3.0,7.0,8.0,1.0,0.0,0.0,0.0,Talat Ali,,GA Pratapkumar,BG Jerling,AM Saheba,7.0,2008,RajivGandhiInternationalStadium,,group_stage,regular,27.0,11.0,15.0,1.0,0.0,29.0,6.0
2008-05-28,55,Bangalore,Royal Challengers Bangalore,Mumbai Indians,122.0,126.0,Mumbai Indians,CRD Fernando,17.0,15.0,Mumbai Indians,field,11.0,13.0,0.0,2.0,10.0,11.0,0.0,0.0,1.0,0.0,CH Lloyd,,BR Doctrove,BF Bowden,AV Jayaprakash,9.0,2008,MChinnaswamyStadium,,group_stage,regular,24.0,2.0,21.0,0.0,1.0,21.0,8.0
2008-05-28,56,Chandigarh,Kings XI Punjab,Rajasthan Royals,221.0,180.0,Kings XI Punjab,SE Marsh,19.0,19.0,Rajasthan Royals,field,5.0,4.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,S Venkataraghavan,MS Mahal,DJ Harper,SJ Davis,K Hariharan,,2008,PunjabCricketAssociationStadium,41.0,group_stage,regular,9.0,4.0,4.0,0.0,1.0,38.0,22.0
2008-05-30,57,,,,192.0,87.0,,,19.0,16.0,,,4.0,7.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,11.0,4.0,7.0,0.0,0.0,28.0,11.0
2008-05-30,58,Mumbai,Rajasthan Royals,Delhi Daredevils,,,Rajasthan Royals,SR Watson,,,Delhi Daredevils,field,,,,,,,,,,,J Srinath,,BR Doctrove,BF Bowden,RE Koertzen,,2008,WankhedeStadium,105.0,Semi Final,regular,,,,,,,
2008-05-31,58,Mumbai,Kings XI Punjab,Chennai Super Kings,112.0,116.0,Chennai Super Kings,M Ntini,19.0,14.0,Kings XI Punjab,bat,4.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,S Venkataraghavan,,K Hariharan,Asad Rauf,DJ Harper,9.0,2008,WankhedeStadium,,Semi Final,regular,8.0,0.0,6.0,2.0,0.0,24.0,6.0
2008-06-01,59,Mumbai,Chennai Super Kings,Rajasthan Royals,163.0,164.0,Rajasthan Royals,YK Pathan,19.0,19.0,Rajasthan Royals,field,7.0,14.0,2.0,6.0,3.0,5.0,1.0,1.0,1.0,2.0,J Srinath,MR Singh,DJ Harper,BF Bowden,RE Koertzen,3.0,2008,DrDYPatilSportsAcademy,,Final,regular,21.0,8.0,8.0,2.0,3.0,21.0,12.0
2009-04-18,1,Cape Town,Mumbai Indians,Chennai Super Kings,165.0,146.0,Mumbai Indians,SR Tendulkar,19.0,19.0,Chennai Super Kings,field,3.0,9.0,1.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,GR Viswanath,EC Hendrikse,RB Tiffin,BR Doctrove,K Hariharan,,2009,Newlands,19.0,group_stage,regular,12.0,7.0,4.0,1.0,0.0,29.0,9.0
2009-04-18,2,Cape Town,Royal Challengers Bangalore,Rajasthan Royals,133.0,58.0,Royal Challengers Bangalore,R Dravid,19.0,15.0,Royal Challengers Bangalore,bat,4.0,9.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,GR Viswanath,EC Hendrikse,K Hariharan,BR Doctrove,RB Tiffin,,2009,Newlands,75.0,group_stage,regular,13.0,3.0,9.0,0.0,1.0,16.0,4.0
2009-04-19,3,Cape Town,Kings XI Punjab,Delhi Daredevils,104.0,58.0,Delhi Daredevils,DL Vettori,11.0,4.0,Delhi Daredevils,field,8.0,5.0,4.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,Yashpal Sharma,MW Brown,AL Hill,MR Benson,SD Ranade,10.0,2009,Newlands,,group_stage,D/L,13.0,5.0,7.0,1.0,0.0,11.0,10.0
2009-04-19,4,Cape Town,Kolkata Knight Riders,Deccan Chargers,101.0,104.0,Deccan Chargers,RP Singh,19.0,13.0,Kolkata Knight Riders,bat,5.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Yashpal Sharma,MW Brown,SD Ranade,MR Benson,BR Doctrove,8.0,2009,Newlands,,group_stage,regular,7.0,4.0,2.0,1.0,0.0,18.0,8.0
2009-04-20,5,Port Elizabeth,Chennai Super Kings,Royal Challengers Bangalore,179.0,87.0,Chennai Super Kings,M Muralitharan,19.0,15.0,Chennai Super Kings,bat,13.0,5.0,5.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,GR Viswanath,S George,RB Tiffin,BG Jerling,SJA Taufel,,2009,StGeorge'sPark,92.0,group_stage,regular,18.0,6.0,12.0,0.0,0.0,24.0,7.0
2009-04-21,6,Durban,Kings XI Punjab,Kolkata Knight Riders,158.0,79.0,Kolkata Knight Riders,CH Gayle,19.0,9.0,Kolkata Knight Riders,field,12.0,4.0,0.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,D Govindjee,EC Hendrikse,TH Wijewardene,DJ Harper,SD Ranade,,2009,Kingsmead,11.0,group_stage,D/L,16.0,0.0,15.0,1.0,0.0,18.0,10.0
